Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Tank,3,948,561,349,113,119,1,268,999,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Tank\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Tank\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Tank\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Tank\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Teosis,2,139,93,48,3,18,1,28,155,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Teosis\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Teosis\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Teosis\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.UniversalPump,5,1265,803,360,74,202,0,260,757,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.UniversalPump\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.UniversalPump\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.UniversalPump\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.UniversalPump\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLS,6,673,538,315,41,97,0,38,180,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLSIB,6,675,542,319,41,95,0,38,180,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLSIB\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLSIB\Protocol,1,42,34,23,4,8,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLSIB\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLSIB\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLSIB\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLS\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLS\Protocol,1,42,34,23,4,8,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLS\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLS\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VeederRootTLS\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VirtualDevices,10,1483,1189,709,132,159,1,135,558,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VirtualDevices\Properties,2,209,108,56,15,26,1,75,420,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VirtualDevices\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VirtualDevices\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.VirtualDevices\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDL,3,587,449,274,66,87,1,51,232,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDL\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDL\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDL\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDL\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDart,3,995,739,456,106,202,8,54,405,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV1,3,1238,940,569,180,190,1,108,614,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV1\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV1\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV1\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV1\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV2,3,1180,869,534,162,196,1,115,655,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV2\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV2\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV2\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDartV2\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneDart\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneSU,3,758,603,383,77,79,0,76,395,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneSU\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneSU\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneSU\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WayneSU\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows,169,54816,41174,32418,2211,3799,51,9843,22699,0,3
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\Properties,3,2325,1137,693,192,208,2,980,4146,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\Service References,1,1338,1114,573,139,216,1,8,30,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\Service References\SmsService,1,1338,1114,573,139,216,1,8,30,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\Threads,14,9586,6773,4373,816,1021,28,1792,6873,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI,147,38861,30247,25424,891,2142,17,6472,9977,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\Catalogs,12,4586,3133,2644,96,348,2,1105,2334,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\Controls,29,4463,3433,2633,152,385,9,645,1276,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\Forms,40,10764,8761,7376,260,500,2,1503,1661,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SelectionForms,36,6183,4860,3975,149,360,0,963,1342,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms,30,12865,10060,8796,234,549,4,2256,3364,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\obj\x86,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\obj\x86\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\obj\x86\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow,7,481,367,223,38,80,0,34,190,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\obj,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\obj\Release,0,0,0,0,0,0,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter,21,11501,9653,6032,754,1087,4,761,1162,0,4
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Properties,3,148,73,34,6,22,2,53,295,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports,12,10409,8858,5461,719,973,2,578,656,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\Code,646,189707,150335,102908,12191,16956,540,22416,61442,2,44
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.AK6,4,751,465,290,48,101,10,185,741,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.AK6\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Ametek,4,443,357,216,38,62,0,24,143,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Ametek\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69,7,2424,1917,1225,322,289,11,218,837,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\Properties,2,73,36,12,2,12,1,25,150,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common,25,1937,1562,918,207,228,2,147,709,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators,9,272,244,94,9,28,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Properties,2,299,158,86,25,36,1,105,567,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Sales,3,122,109,76,3,13,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication,18,4713,3773,2368,347,635,5,305,1001,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Enums,5,130,118,50,7,12,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Properties,2,299,158,86,25,36,1,105,583,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Service References,1,2929,2285,1354,203,445,1,199,412,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Service References\FuelFlowService,1,2929,2285,1354,203,445,1,199,412,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data,18,19257,16946,8923,1848,1932,53,379,2562,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Implementation,6,2935,2491,1601,431,334,52,110,472,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Properties,2,245,128,68,19,30,1,87,537,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators,7,682,478,288,66,111,0,93,277,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.EMR3,3,780,619,374,100,78,10,83,325,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.EMR3\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Elbis,4,1386,819,512,110,163,1,404,1374,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Elbis\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Fafnir,4,474,366,227,36,79,0,29,170,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Fafnir\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.FuelPump,2,880,662,403,122,109,2,109,411,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.FuelPump\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Gilbarco,5,1158,1000,623,162,109,29,49,328,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Gilbarco\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Logging,2,255,196,119,20,17,0,42,216,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Logging\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium,8,1425,1000,624,122,192,29,233,1204,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Enums,4,125,86,24,0,24,2,15,194,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.NuovoPignone,3,624,510,315,78,74,8,40,282,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.NuovoPignone\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.PTS,2,733,585,354,121,95,2,53,270,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.PTS\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports,56,18053,14368,11503,402,642,3,3043,2551,0,3
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\BalanceReports,11,6361,5332,3530,364,507,1,522,495,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\Invoices,4,1415,1079,957,0,10,0,326,198,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\Properties,3,160,87,36,7,23,2,50,282,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.StartItaliana,4,435,354,214,38,61,0,20,129,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.StartItaliana\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Tank,2,649,533,345,101,88,0,28,167,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Tank\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.VirtualDevices,9,906,726,435,64,105,1,75,395,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.VirtualDevices\Properties,2,173,88,44,11,22,1,63,361,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows,114,29686,22787,17881,1213,2307,28,4592,10507,0,3
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\Properties,3,1099,592,355,96,112,2,395,1785,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\Service References,1,1338,1114,573,139,216,1,8,30,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\Service References\SmsService,1,1338,1114,573,139,216,1,8,30,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\Threads,9,5197,3890,2556,485,651,13,656,2894,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\UI,97,20723,16095,13599,407,1233,11,3395,5534,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\UI\Catalogs,10,2644,2140,1809,61,189,2,315,386,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\UI\Controls,25,3445,2701,2072,112,306,5,438,820,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\UI\Forms,20,3684,2912,2504,58,186,2,586,769,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\UI\SelectionForms,24,4323,3394,2864,83,237,0,692,867,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Windows\UI\SettingForms,18,6627,4948,4350,93,315,2,1364,2692,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.WorkFlow,7,479,365,221,38,80,0,34,190,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.WorkFlow\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Evaluant.Calculator,21,7844,5981,3881,616,1352,86,511,3370,2,18
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Evaluant.Calculator\Domain,10,1390,1014,551,177,346,1,30,237,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Evaluant.Calculator\Properties,1,36,15,3,0,5,0,16,118,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\PtsLib,19,5024,2995,1719,388,593,52,1436,7649,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\PtsLib\Properties,3,130,63,27,4,20,2,47,251,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal,305,89391,71449,49218,5650,7565,208,10377,25911,0,12
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.AK6,4,751,465,290,48,101,10,185,741,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.AK6\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Ametek,4,443,357,216,38,62,0,24,143,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Ametek\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Box69,7,2387,1882,1204,315,286,11,219,823,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\Properties,2,73,36,12,2,12,1,25,150,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Common,26,2016,1610,951,206,239,2,167,750,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Common\Enumerators,9,272,244,94,9,28,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Common\Properties,2,299,158,86,25,36,1,105,567,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Common\Sales,4,225,201,136,15,24,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Communication,18,4713,3773,2368,347,635,5,305,1001,0,2
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Communication\Enums,5,130,118,50,7,12,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Communication\Properties,2,299,158,86,25,36,1,105,583,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Communication\Service References,1,2929,2285,1354,203,445,1,199,412,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Communication\Service References\FuelFlowService,1,2929,2285,1354,203,445,1,199,412,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Data,18,19257,16946,8923,1848,1932,53,379,2562,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Data\Implementation,6,2935,2491,1601,431,334,52,110,472,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Data\Properties,2,245,128,68,19,30,1,87,537,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Data\Validators,7,682,478,288,66,111,0,93,277,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.EMR3,3,780,619,374,100,78,10,83,325,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.EMR3\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Elbis,4,1386,819,512,110,163,1,404,1374,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Elbis\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Fafnir,4,476,367,228,36,79,0,30,174,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Fafnir\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.FuelPump,2,885,661,404,121,109,2,115,437,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.FuelPump\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Gilbarco,5,1158,1000,623,162,109,29,49,328,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Gilbarco\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Logging,2,255,196,119,20,17,0,42,216,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Logging\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Millenium,9,2184,1637,1001,210,265,41,282,2243,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Millenium\Enums,4,125,86,24,0,24,2,15,194,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Millenium\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.NuovoPignone,3,624,510,315,78,74,8,40,282,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.NuovoPignone\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.PTS,2,682,534,324,112,97,2,51,264,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.PTS\Properties,1,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Reports,58,18603,14803,11891,404,645,3,3155,2633,0,3
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Reports\BalanceReports,11,6361,5332,3530,364,507,1,522,495,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\Version1.1.1 Fiinal\ASFuelControl.Reports\Invoices,4,1415,1079,957,0,10,0,326,198,0,0
